label,ra,dec,theta
J1222-5738,12.3811944444444,-57.6388888888889,185.717916666667
J1224-6208,12.4122916666667,-62.14475,186.184375
J1224-6407,12.4061625,-64.1316416666667,186.0924375
J1225-5556,12.4288408333333,-55.9453166666667,186.4326125
J1225-6035,12.4246194444444,-60.5937777777778,186.369291666667
J1225-6408,12.4285555555556,-64.1452777777778,186.428333333333
J1226-32,12.4472222222222,-32.45,186.708333333333
J1227-4853,12.4663122222222,-48.8952058333333,186.994683333333
J1227-6208,12.4501225833333,-62.1454969444444,186.75183875
J1227-63,12.4533333333333,-63.15,186.8
J1231-1411,12.5198092222222,-14.1954527777778,187.797138333333
J1231-4609,12.5293777777778,-46.1625555555556,187.940666666667
J1231-6303,12.5202777777778,-63.055,187.804166666667
J1232-4742,12.5386388888889,-47.7141388888889,188.079583333333
J1232-6501,12.5382888888889,-65.0175916666667,188.074333333333
J1233-6312,12.55875,-63.2080555555556,188.38125
J1233-6344,12.5610833333333,-63.7486111111111,188.41625
J1235-5516,12.5886111111111,-55.2666666666667,188.829166666667
J1235-6354,12.5993666666667,-63.9084444444444,188.9905
J1236-5033,12.6164305555556,-50.5600833333333,189.246458333333
J1237-6725,12.6238611111111,-67.4260833333333,189.357916666667
J1239+2453,12.6612392777778,24.897025,189.918589166667
J1239-6832,12.6663888888889,-68.5410277777778,189.995833333333
J1240-4124,12.6715583333333,-41.4143611111111,190.073375
J1243-5735,12.7264944444444,-57.5952222222222,190.897416666667
J1243-6423,12.7214327777778,-64.3899583333333,190.821491666667
J1244-5053,12.7365222222222,-50.8890555555556,191.047833333333
J1244-6359,12.7465813888889,-63.9965,191.198720833333
J1244-6531,12.7439722222222,-65.52,191.159583333333
J1245-6238,12.7558666666667,-62.6488611111111,191.338
J1246+22,12.7772222222222,22.8833333333333,191.658333333333
J1248-6344,12.8128777777778,-63.736,192.193166666667
J1248-6444,12.8091305555556,-64.7333333333333,192.136958333333
J1249-6507,12.8317555555556,-65.1221666666667,192.476333333333
J1251-7407,12.8647055555556,-74.1208444444444,192.970583333333
J1252-6314,12.8785055555556,-63.2424166666667,193.177583333333
J1253-5820,12.8912061111111,-58.3446916666667,193.368091666667
J1254-6150,12.9090222222222,-61.8474444444444,193.635333333333
J1255-6131,12.9319055555556,-61.5194722222222,193.978583333333
J1255-62,12.9216666666667,-62.8,193.825
J1259-6741,12.9896388888889,-67.6944444444444,194.844583333333
J1300+1240,13.0009935277778,12.6823533611111,195.014902916667
J1301+0833,13.0272944444444,8.56597222222222,195.409416666667
J1301-6305,13.0293777777778,-63.09275,195.440666666667
J1301-6310,13.0245277777778,-63.1779166666667,195.367916666667
J1302-32,13.0333333333333,-32,195.5
J1302-63,13.0344444444444,-63.7480555555556,195.516666666667
J1302-6313,13.0386666666667,-63.2247222222222,195.58
J1302-6350,13.0465673888889,-63.8357402777778,195.698510833333
J1303-6305,13.0500055555556,-63.0835555555556,195.750083333333
J1305-6203,13.0891388888889,-62.056,196.337083333333
J1305-6256,13.0911111111111,-62.9441666666667,196.366666666667
J1305-6455,13.0899166666667,-64.9239722222222,196.34875
J1305-66,13.0933333333333,-66.65,196.4
J1306-6242,13.1123888888889,-62.7008333333333,196.685833333333
J1306-6617,13.1106083333333,-66.2893888888889,196.659125
J1307-6318,13.1318611111111,-63.3097222222222,196.977916666667
J1307-67,13.1280555555556,-67.0575,196.920833333333
J1308+2127,13.1467416666667,21.4518833333333,197.201125
J1308-4650,13.1457191666667,-46.8415833333333,197.1857875
J1308-5844,13.1391888888889,-58.7371666666667,197.087833333333
J1309-6415,13.1546111111111,-64.2663888888889,197.319166666667
J1309-6526,13.1500805555556,-65.4379444444445,197.251208333333
J1311-3430,13.1960345,-34.5084305555556,197.9405175
J1311-59,13.1833333333333,-59,197.75
J1312+0051,13.2,0.85,198
J1312+1810,13.2152777777778,18.1666666666667,198.229166666667
J1312-5402,13.2012777777778,-54.045,198.019166666667
J1312-5516,13.2149527777778,-55.27975,198.224291666667
J1312-6400,13.2019888888889,-64.0154444444444,198.029833333333
J1313+0931,13.2230555555556,9.53222222222222,198.345833333333
J1314-6101,13.2398333333333,-61.0211111111111,198.5975
J1316-6232,13.2795277777778,-62.5367222222222,199.192916666667
J1317-5759,13.2961916666667,-57.9918055555556,199.442875
J1317-6302,13.2957472222222,-63.0478333333333,199.436208333333
J1319-6056,13.3223027777778,-60.9462972222222,199.834541666667
J1319-6105,13.3239777777778,-61.0906111111111,199.859666666667
J1320-3512,13.3368555555556,-35.2072222222222,200.052833333333
J1320-5359,13.3483116666667,-53.9851055555556,200.224675
J1320+67,13.3333333333333,67.5,200
J1321-5922,13.3609888888889,-59.3811388888889,200.414833333333
J1321+8323,13.3628277777778,83.3941444444444,200.442416666667
J1322-62,13.3816666666667,-62.85,200.725
J1322-6241,13.3755972222222,-62.6981944444444,200.633958333333
J1322-6329,13.3716666666667,-63.4936111111111,200.575
J1324-6146,13.4121944444444,-61.7666666666667,201.182916666667
J1324-6302,13.4037916666667,-63.0391944444444,201.056875
J1326-5859,13.4495194444444,-58.9914166666667,201.742791666667
J1326-6408,13.4423888888889,-64.1455555555556,201.635833333333
J1326-6700,13.4342222222222,-67.0141666666667,201.513333333333
J1327-0755,13.4659966666667,-7.92494444444444,201.98995
J1327-6222,13.4548333333333,-62.3790555555556,201.8225
J1327-6301,13.452075,-63.0209416666667,201.781125
J1327-6400,13.4528527777778,-64.0036388888889,201.792791666667
J1328-4357,13.4684533333333,-43.9622555555556,202.0268
J1328-4921,13.4759944444444,-49.3592777777778,202.139916666667
J1329-6158,13.48425,-61.9830555555556,202.26375
J1331-5245,13.5166694444444,-52.7570555555556,202.750041666667
J1332-03,13.5333333333333,-3.43333333333333,203
J1333-4449,13.5624525,-44.82395,203.4367875
J1334-5839,13.5750303055556,-58.6545958333333,203.625454583333
J1335-3642,13.5933333333333,-36.7,203.9
J1337-6306,13.6223194444444,-63.1064722222222,204.334791666667
J1337-6423,13.6255230555556,-64.3846986111111,204.382845833333
J1338-6204,13.6359305555556,-62.0718611111111,204.538958333333
J1339-4712,13.6657190555556,-47.2015333333333,204.985785833333
J1339-6618,13.6657222222222,-66.3021666666667,204.985833333333
J1340-6456,13.6667555555556,-64.94525,205.001333333333
J1341-6023,13.6853805555556,-60.3929722222222,205.280708333333
J1341-6220,13.695175,-62.3390833333333,205.427625
J1342+2822A,13.7030555555556,28.3755555555556,205.545833333333
J1342+2822B,13.70307975,28.3778169444444,205.54619625
J1342+2822C,13.7030555555556,28.3755555555556,205.545833333333
J1342+2822D,13.7028333333333,28.3766666666667,205.5425
J1344-6059,13.7443333333333,-60.9919444444444,206.165
J1345-6115,13.7623416666667,-61.2585,206.435125
J1346-4918,13.772875,-49.302,206.593125
J1347-5947,13.7887166666667,-59.7943888888889,206.83075
J1348-6307,13.8117777777778,-63.1177777777778,207.176666666667
J1349-6130,13.8268472222222,-61.50475,207.402708333333
J1349-63,13.8216666666667,-63.9333333333333,207.325
J1350-5115,13.8378105555556,-51.2568805555556,207.567158333333
J1352-6803,13.8762361111111,-68.0603055555556,208.143541666667
J1354-6249,13.9097222222222,-62.825,208.645833333333
J1355-5153,13.9329666666667,-51.8982777777778,208.9945
J1355-5747,13.9269305555556,-57.7875,208.903958333333
J1355-5925,13.9330861111111,-59.4169166666667,208.996291666667
J1355-6206,13.9225944444444,-62.1055833333333,208.838916666667
J1356-5521,13.9473772222222,-55.3536,209.210658333333
J1357-62,13.9569444444444,-62.4666666666667,209.354166666667
J1357-6429,13.950675,-64.4917222222222,209.260125
J1358-2533,13.9783333333333,-25.55,209.675
J1359-6038,13.9995055555556,-60.6355555555556,209.992583333333
J1400-1438,14.0084277777778,-14.6373333333333,210.126416666667
J1400-6325,14.0126916666667,-63.4285,210.190375
J1401-6357,14.0312444444444,-63.96265,210.468666666667
J1402-5124,14.0491666666667,-51.4,210.7375
J1403-6310,14.0538888888889,-63.1741666666667,210.808333333333
J1403-7646,14.0511388888889,-76.7826388888889,210.767083333333
J1404+12,14.0777777777778,12.05,211.166666666667
J1405-4656,14.0892848611111,-46.933975,211.339272916667
J1405-5641,14.0867805555556,-56.6900555555556,211.301708333333
J1406-5806,14.1003333333333,-58.1088888888889,211.505
J1406-6121,14.1139,-61.35775,211.7085
J1407-6048,14.1329555555556,-60.8163333333333,211.994333333333
J1407-6153,14.1323611111111,-61.8997222222222,211.985416666667
J1409-6953,14.1546944444444,-69.8928888888889,212.320416666667
J1410-6132,14.1733333333333,-61.5333333333333,212.6
J1410-7404,14.1687138888889,-74.0814777777778,212.530708333333
J1412-6111,14.2165611111111,-61.1918055555556,213.248416666667
J1412-6145,14.2021361111111,-61.758,213.032041666667
J1412+7922,14.2155111111111,79.3676944444444,213.232666666667
J1413-6141,14.2194083333333,-61.6869444444444,213.291125
J1413-6205,14.2249722222222,-62.0938888888889,213.374583333333
J1413-6222,14.2181861111111,-62.3743888888889,213.272791666667
J1413-6307,14.2253655555556,-63.1265138888889,213.380483333333
J1414-6802,14.2404722222222,-68.0494444444444,213.607083333333
J1415-6621,14.2586861111111,-66.3533888888889,213.880291666667
J1416-5033,14.2790555555556,-50.5547222222222,214.185833333333
J1416-6037,14.2751638888889,-60.6331944444444,214.127458333333
J1418-3921,14.3139675,-39.3551416666667,214.7095125
J1418-5945,14.3089722222222,-59.75,214.634583333333
J1418-6058,14.3118611111111,-60.9636111111111,214.677916666667
J1420-5416,14.3414166666667,-54.2730555555556,215.12125
J1420-5625,14.3341838888889,-56.4319444444444,215.012758333333
J1420-6048,14.3356213888889,-60.8045638888889,215.034320833333
J1422-6138,14.3741861111111,-61.6411111111111,215.612791666667
J1423-6953,14.390775,-69.8952277777778,215.861625
J1424-5556,14.4035444444444,-55.9371944444444,216.053166666667
J1424-56,14.4063888888889,-56.6797222222222,216.095833333333
J1424-5822,14.4089194444444,-58.3822222222222,216.133791666667
J1424-6438,14.4164444444444,-64.6361111111111,216.246666666667
J1425-5723,14.4268222222222,-57.3918888888889,216.402333333333
J1425-5759,14.4330861111111,-57.9861666666667,216.496291666667
J1425-6210,14.4188055555556,-62.1680277777778,216.282083333333
J1427-4158,14.4641027777778,-41.9823055555556,216.961541666667
J1428-5530,14.4739713888889,-55.5139444444444,217.109570833333
J1429-5911,14.4996111111111,-59.1935,217.494166666667
J1429-5935,14.4905277777778,-59.5996944444444,217.357916666667
J1430-6623,14.5113533333333,-66.3847333333333,217.6703
J1431-4715,14.5290604722222,-47.2576594444444,217.935907083333
J1431-5740,14.5176375833333,-57.6699083333333,217.76456375
J1432-5032,14.5478527777778,-50.5381388888889,218.217791666667
J1433-6038,14.5536611111111,-60.6429722222222,218.304916666667
J1434-6006,14.5681388888889,-60.1080555555556,218.522083333333
J1434-6029,14.5775277777778,-60.4969444444444,218.662916666667
J1434+7257,14.5665936111111,72.9573644444445,218.498904166667
J1435-5954,14.5834333333333,-59.9136666666667,218.7515
J1435-6100,14.5889656944444,-61.0160988888889,218.834485416667
J1437-5959,14.6171972222222,-59.9837222222222,219.257958333333
J1437-6146,14.6209194444444,-61.7672222222222,219.313791666667
J1439-5501,14.6610394444444,-55.0232280555556,219.915591666667
J1439+76,14.65,76.9166666666667,219.75
J1440-6344,14.6753630555556,-63.7465555555556,220.130445833333
J1441-6137,14.6956388888889,-61.6233333333333,220.434583333333
J1443-5122,14.7241583333333,-51.3738888888889,220.862375
J1444-5941,14.74625,-59.6886111111111,221.19375
J1444-6026,14.7350055555556,-60.4359444444444,221.025083333333
J1446-4701,14.7765871972222,-47.0241020833333,221.648807958333
J1449-5846,14.8237305555556,-58.7778888888889,222.355958333333
J1452-5851,14.8812722222222,-58.8536944444444,223.219083333333
J1452-6036,14.8810827777778,-60.6087083333333,223.216241666667
J1453+1902,14.8960326388889,19.0367288888889,223.440489583333
J1453-6413,14.8924269444444,-64.2209972222222,223.386404166667
J1454-5846,14.90303,-58.7763166666667,223.54545
J1455-3330,14.9299895555556,-33.5128777777778,223.949843333333
J1455-59,14.9183333333333,-59.3833333333333,223.775
J1456-6843,14.9333772222222,-68.7275694444444,224.000658333333
J1457-5122,14.9611638888889,-51.3813888888889,224.417458333333
J1457-5900,14.9608333333333,-59.0141666666667,224.4125
J1457-5902,14.9588611111111,-59.0344444444444,224.382916666667
J1459-6053,14.9916638888889,-60.8890833333333,224.874958333333
J1501-0046,15.0291543888889,-0.7732,225.437315833333
J1501-5637,15.0308333333333,-56.63,225.4625
J1502-5653,15.0492747222222,-56.894225,225.739120833333
J1502-5828,15.0455,-58.4783333333333,225.6825
J1502-6128,15.0416222222222,-61.4806388888889,225.624333333333
J1502-6752,15.0385041666667,-67.8713219444444,225.5775625
J1503+2111,15.0651666666667,21.1859166666667,225.9775
J1504-5621,15.0803166666667,-56.3588888888889,226.20475
J1506-5158,15.1109722222222,-51.9694444444444,226.664583333333
J1507-4352,15.1261611111111,-43.8675555555556,226.892416666667
J1507-6640,15.1301833333333,-66.6825277777778,226.95275
J1509+5531,15.1571193888889,55.525665,227.356790833333
J1509-5850,15.1575361111111,-58.8489166666667,227.363041666667
J1509-6015,15.1520833333333,-60.2551666666667,227.28125
J1510-4422,15.18025,-44.3686111111111,227.70375
J1511-5414,15.1975855555556,-54.2445277777778,227.963783333333
J1511-5835,15.1852777777778,-58.5911111111111,227.779166666667
J1512-5431,15.2015833333333,-54.5219444444444,228.02375
J1512-5759,15.2119516666667,-57.9999444444444,228.179275
J1513-5739,15.2330527777778,-57.6503888888889,228.495791666667
J1513-5908,15.2321166666667,-59.1358333333333,228.48175
J1513-5946,15.2291055555556,-59.7755277777778,228.436583333333
J1514-4834,15.2373777777778,-48.5720833333333,228.560666666667
J1514-4946,15.2347222222222,-49.75,228.520833333333
J1514-5925,15.24975,-59.4286944444444,228.74625
J1515-5720,15.2525833333333,-57.3469444444444,228.78875
J1517-4356,15.2909277777778,-43.9383055555556,229.363916666667
J1517-4636,15.2914933333333,-46.6001666666667,229.3724
J1518+0204A,15.3092548888889,2.09098611111111,229.638823333333
J1518+0204B,15.3087383333333,2.08763055555556,229.631075
J1518+0204C,15.3091080258333,2.07994869444444,229.6366203875
J1518+0204D,15.3094444444444,2.08277777777778,229.641666666667
J1518+0204E,15.3094444444444,2.08277777777778,229.641666666667
J1518-0627,15.3164195555556,-6.45213888888889,229.746293333333
J1518+4904,15.3046664122222,49.0761808861111,229.569996183333
J1518-5415,15.30375,-54.2625,229.55625
J1519-5734,15.3298861111111,-57.5704444444444,229.948291666667
J1519-6106,15.3266138888889,-61.1151666666667,229.899208333333
J1519-6308,15.3193222222222,-63.13875,229.789833333333
J1522-5525,15.3685277777778,-55.4215277777778,230.527916666667
J1522-5735,15.3681388888889,-57.5833333333333,230.522083333333
J1522-5829,15.3784083333333,-58.4840833333333,230.676125
J1524-5625,15.41385,-56.4231666666667,231.20775
J1524-5706,15.4059527777778,-57.1097222222222,231.089291666667
J1524-5819,15.4068472222222,-58.3205833333333,231.102708333333
J1525-5417,15.4245416666667,-54.2888888888889,231.368125
J1525-5523,15.4266844444444,-55.3908888888889,231.400266666667
J1525-5545,15.4244816666667,-55.763845,231.367225
J1525-5605,15.4281805555556,-56.0869444444444,231.422708333333
J1526-5633,15.4447777777778,-56.5619444444444,231.671666666667
J1527-3931,15.4663694444444,-39.5263888888889,231.995541666667
J1527-5552,15.4613611111111,-55.8686111111111,231.920416666667
J1528-3146,15.4763761666667,-31.7685655555556,232.1456425
J1528-4109,15.4688980555556,-41.158,232.033470833333
J1528-5547,15.47755,-55.7897222222222,232.16325
J1529-3828,15.4875296111111,-38.4794027777778,232.312944166667
J1529-5355,15.4993333333333,-53.9266666666667,232.49
J1529-5611,15.4932777777778,-56.1913888888889,232.399166666667
J1530-5327,15.5074638888889,-53.4656388888889,232.611958333333
J1530-63,15.5144444444444,-63.7258333333333,232.716666666667
J1531-4012,15.5189027777778,-40.2085833333333,232.783541666667
J1531-5610,15.5244194444444,-56.1819444444444,232.866291666667
J1532-5308,15.5431944444444,-53.135,233.147916666667
J1532-56,15.5383333333333,-56.5333333333333,233.075
J1534-4428,15.5811111111111,-44.4692777777778,233.716666666667
J1534-46,15.5688888888889,-46.2333333333333,233.533333333333
J1534-5334,15.5689916666667,-53.5720277777778,233.534875
J1534-5405,15.5759972222222,-54.0943611111111,233.639958333333
J1535-4114,15.588075,-41.2341944444444,233.821125
J1535-4415,15.5988666666667,-44.2523333333333,233.983
J1535-5450,15.5995166666667,-54.8405555555556,233.99275
J1535-5848,15.5879888888889,-58.8076944444444,233.819833333333
J1536-3602,15.6048283333333,-36.0496666666667,234.072425
J1536-4948,15.6,-49.8,234
J1536-5433,15.6013388888889,-54.5541666666667,234.020083333333
J1536-5907,15.6049222222222,-59.1176666666667,234.073833333333
J1537+1155,15.6194338138889,11.9320649638889,234.291507208333
J1537-4912,15.6245,-49.2008333333333,234.3675
J1537-5153,15.6210361111111,-51.885,234.315541666667
J1537-5645,15.6308333333333,-56.7511111111111,234.4625
J1538+2345,15.6350138888889,23.7511111111111,234.525208333333
J1538-5438,15.6469305555556,-54.6380555555556,234.703958333333
J1538-5519,15.644675,-55.3294444444444,234.670125
J1538-5551,15.6458416666667,-55.86025,234.687625
J1538-5621,15.6453583333333,-56.3654166666667,234.680375
J1538-5638,15.6349166666667,-56.6366666666667,234.52375
J1538-5732,15.6383833333333,-57.5414722222222,234.57575
J1538-5750,15.6356694444444,-57.8380833333333,234.535041666667
J1539-4828,15.6613444444444,-48.4825,234.920166666667
J1539-5521,15.6522138888889,-55.3531111111111,234.783208333333
J1539-5626,15.6538777777778,-56.4403888888889,234.808166666667
J1539-6322,15.6568611111111,-63.3814444444444,234.852916666667
J1540-5736,15.6830611111111,-57.6158333333333,235.245916666667
J1541-42,15.6986111111111,-42.3138888888889,235.479166666667
J1541-5535,15.6971111111111,-55.5836111111111,235.456666666667
J1542-5034,15.7126308333333,-50.5670555555556,235.6894625
J1542-5133,15.7055361111111,-51.5597222222222,235.583041666667
J1542-5303,15.7151416666667,-53.0613888888889,235.727125
J1543-0620,15.7250438611111,-6.34590277777778,235.875657916667
J1543+0929,15.7274513888889,9.48787194444444,235.911770833333
J1543-5013,15.7328472222222,-50.2327777777778,235.992708333333
J1543-5149,15.7289305,-51.8318569444444,235.9339575
J1543-5459,15.7322916666667,-54.9871388888889,235.984375
J1544+4937,15.7345797833333,49.6320151388889,236.01869675
J1544-5308,15.7499566666667,-53.14625,236.24935
J1545-4550,15.7655405444444,-45.8437575555556,236.483108166667
J1546-3747A,15.7676222222222,-37.7861388888889,236.514333333333
J1546-5302,15.7687222222222,-53.0397222222222,236.530833333333
J1546-59,15.7666666666667,-59,236.5
J1547-0944,15.7961272222222,-9.7355,236.941908333333
J1547-5750,15.7918333333333,-57.8415,236.8775
J1547-5839,15.7930527777778,-58.6527222222222,236.895791666667
J1548-4821,15.8064611111111,-48.3638055555556,237.096916666667
J1548-4927,15.8054083333333,-49.4612222222222,237.081125
J1548-5607,15.8122305555556,-56.1260833333333,237.183458333333
J1549+2113,15.8280391666667,21.2241388888889,237.4205875
J1549-4848,15.8225427777778,-48.8104,237.338141666667
J1549-57,15.8180555555556,-57.3602777777778,237.270833333333
J1549-5722,15.8299722222222,-57.3672222222222,237.449583333333
J1550-5242,15.8341527777778,-52.7019444444445,237.512291666667
J1550-5317,15.8346666666667,-53.2891666666667,237.52
J1550-5418,15.8483677388889,-54.3066983611111,237.725516083333
J1551-0658,15.8520041666667,-6.96847222222222,237.7800625
J1551-4424,15.8633388888889,-44.4116666666667,237.950083333333
J1551-5310,15.8614583333333,-53.1832222222222,237.921875
J1552-4937,15.8703530277778,-49.6304844444444,238.055295416667
J1552-62,15.8772222222222,-62.2419444444444,238.158333333333
J1553-5456,15.8998888888889,-54.935,238.498333333333
J1554-5209,15.9075416666667,-52.1606388888889,238.613125
J1554-5512,15.91125,-55.2091666666667,238.66875
J1555-0515,15.9278047222222,-5.26594444444444,238.917070833333
J1555-3134,15.9216533333333,-31.57225,238.8248
J1556-5358,15.9476388888889,-53.9819444444444,239.214583333333
J1557-4258,15.9500716666667,-42.9701833333333,239.251075
J1558-5419,15.9781805555556,-54.3238888888889,239.672708333333
J1558-5756,15.9751472222222,-57.9405833333333,239.627208333333
J1559-4438,15.9948683683333,-44.6460838272222,239.923025525
J1559-5545,15.98925,-55.7611111111111,239.83875
J1600-3053,16.0144177216667,-30.8970390833333,240.216265825
J1600-5044,16.0147308333333,-50.7391555555556,240.2209625
J1600-5751,16.0055361111111,-57.8540833333333,240.083041666667
J1600-5916,16.0097222222222,-59.2830555555556,240.145833333333
J1601-50,16.0233333333333,-50.3833333333333,240.35
J1601-5244,16.02425,-52.7358333333333,240.36375
J1601-5335,16.0319194444444,-53.5953333333333,240.478791666667
J1602-4957,16.0383888888889,-49.9588888888889,240.575833333333
J1602-5100,16.0385555555556,-51.0005555555556,240.578333333333
J1603-3539,16.0649158333333,-35.6658611111111,240.9737375
J1603-5657,16.0587388888889,-56.962275,240.881083333333
J1603-7202,16.0599110555556,-72.04241625,240.898665833333
J1604-44,16.0755555555556,-44.7166666666667,241.133333333333
J1604-4718,16.0748361111111,-47.3133055555556,241.122541666667
J1604-4909,16.0730552777778,-49.1662055555556,241.095829166667
J1604-7203,16.0747713888889,-72.0584611111111,241.121570833333
J1605+3249,16.0884777777778,32.8216666666667,241.327166666667
J1605-5215,16.0886111111111,-52.2633333333333,241.329166666667
J1605-5257,16.0878611111111,-52.9594444444445,241.317916666667
J1607-0032,16.1200287222222,-0.544675,241.800430833333
J1607-5140,16.1303611111111,-51.6711111111111,241.955416666667
J1607-6449,16.1301975,-64.8286333333333,241.9529625
J1609-1930,16.1514861111111,-19.5022222222222,242.272291666667
J1609-4616,16.161425,-46.2729166666667,242.421375
J1609-5158,16.1574166666667,-51.9716666666667,242.36125
J1610-17,16.1697222222222,-17.8333333333333,242.545833333333
J1610-5006,16.1789722222222,-50.1117222222222,242.684583333333
J1610-5303,16.1702277777778,-53.0636111111111,242.553416666667
J1611-01,16.1833333333333,-1.46666666666667,242.75
J1611-4811,16.1840833333333,-48.1941666666667,242.76125
J1611-4949,16.1962861111111,-49.8325555555556,242.944291666667
J1611-5209,16.1842222222222,-52.1565555555556,242.763333333333
J1611-5847,16.1975869444444,-58.7950916666667,242.963804166667
J1612+2008,16.2065088888889,20.138425,243.097633333333
J1612-2408,16.2072388888889,-24.1344444444444,243.108583333333
J1612-49,16.215,-49.45,243.225
J1612-5136,16.2001666666667,-51.615,243.0025
J1612-55,16.2016666666667,-55.15,243.025
J1612-5805,16.2077266666667,-58.0914444444444,243.1159
J1613-4714,16.2247305555556,-47.2405,243.370958333333
J1613-5211,16.2284611111111,-52.1891666666667,243.426916666667
J1613-5234,16.2326361111111,-52.5713888888889,243.489541666667
J1614-23,16.2333333333333,-23.25,243.5
J1614-38,16.2452777777778,-38.7708333333333,243.679166666667
J1614-3937,16.2420075,-39.6246666666667,243.6301125
J1614-5048,16.2364694444444,-50.8009722222222,243.547041666667
J1614-5144,16.2460277777778,-51.7469444444444,243.690416666667
J1614-5402,16.2473277777778,-54.0463888888889,243.709916666667
J1615-5444,16.2503308333333,-54.7423333333333,243.7549625
J1615-5537,16.2612305555556,-55.6168055555556,243.918458333333
J1616-5017,16.2749694444444,-50.2874722222222,244.124541666667
J1616-5109,16.27525,-51.1547222222222,244.12875
J1616-5208,16.2731666666667,-52.1466666666667,244.0975
J1617-4216,16.2898277777778,-42.2830555555556,244.347416666667
J1617-4608,16.2930847222222,-46.1434722222222,244.396270833333
J1617-5055,16.2914722222222,-50.9203333333333,244.372083333333
J1618-39,16.3083333333333,-39.3166666666667,244.625
J1618-4723,16.3018888888889,-47.3886388888889,244.528333333333
J1619-42,16.3183333333333,-42.0333333333333,244.775
J1620-4927,16.3448666666667,-49.4603055555556,245.173
J1620-5414,16.3373444444444,-54.2476944444444,245.060166666667
J1621-5039,16.3513083333333,-50.6635,245.269625
J1621-5243,16.3655,-52.7288888888889,245.4825
J1622-3751,16.3679388888889,-37.8538611111111,245.519083333333
J1622-4332,16.3792966666667,-43.5411666666667,245.68945
J1622-4347,16.3750166666667,-43.7892777777778,245.62525
J1622-4802,16.379775,-48.0369722222222,245.696625
J1622-4845,16.3681805555556,-48.7747222222222,245.522708333333
J1622-4944,16.3770833333333,-49.7416666666667,245.65625
J1622-4950,16.3791111111111,-49.8484444444444,245.686666666667
J1622-6617,16.3676855833333,-66.2880494444444,245.51528375
J1623-0841,16.3951947222222,-8.69344444444445,245.927920833333
J1623-2631,16.3939505,-26.5316025,245.9092575
J1623-4256,16.3967611111111,-42.9477777777778,245.951416666667
J1623-4949,16.3985555555556,-49.8177777777778,245.978333333333
J1624-4411,16.4059336111111,-44.1927222222222,246.089004166667
J1624-4613,16.4051944444444,-46.2172222222222,246.077916666667
J1624-4721,16.4152472222222,-47.3575,246.228708333333
J1625-4048,16.4195361111111,-40.8059722222222,246.293041666667
J1625-4904,16.4216805555556,-49.076,246.325208333333
J1625-4913,16.421225,-49.2290555555556,246.318375
J1626-44,16.45,-44.3666666666667,246.75
J1626-4537,16.4469388888889,-45.6237777777778,246.704083333333
J1626-4807,16.4451388888889,-48.1316666666667,246.677083333333
J1626-6621,16.4352363888889,-66.3542416666667,246.528545833333
J1627+1419,16.4552108333333,14.3224166666667,246.8281625
J1627-4706,16.4579861111111,-47.1139444444444,246.869791666667
J1627-4845,16.4528722222222,-48.7522222222222,246.793083333333
J1627-49,16.4616666666667,-49.9,246.925
J1627-51,16.4583333333333,-51.1333333333333,246.875
J1627-5547,16.4558555555556,-55.7978888888889,246.837833333333
J1627-5936,16.4646083333333,-59.6153611111111,246.969125
J1627+86,16.45,86.9,246.75
J1628-3205,16.4686111111111,-32.0969166666667,247.029166666667
J1628-4804,16.4741194444444,-48.0830555555556,247.111791666667
J1628-4828,16.47525,-48.4783333333333,247.12875
J1629-3636,16.4932805555556,-36.6036111111111,247.399208333333
J1629+43,16.4833333333333,43.9833333333333,247.25
J1629-6902,16.4857696111111,-69.045915,247.286544166667
J1630+37,16.5,37,247.5
J1630-4719,16.5006861111111,-47.3283333333333,247.510291666667
J1630-4733,16.5104083333333,-47.5513888888889,247.656125
J1631-1612,16.5312416666667,-16.2144444444444,247.968625
J1631-4155,16.5217583333333,-41.9176944444444,247.826375
J1632-1013,16.5483888888889,-10.2216666666667,248.225833333333
J1632-4509,16.5372222222222,-45.1525,248.058333333333
J1632-4621,16.5471702777778,-46.3635,248.207554166667
J1632-4757,16.5379777777778,-47.9595277777778,248.069666666667
J1632-4818,16.5443722222222,-48.3146111111111,248.165583333333
J1633-2009,16.5653611111111,-20.1691666666667,248.480416666667
J1633-4453,16.5630688888889,-44.8855,248.446033333333
J1633-4805,16.5515,-48.0933333333333,248.2725
J1633-5015,16.5500286111111,-50.25225,248.250429166667
J1634-49,16.575,-49.8666666666667,248.625
J1634-5107,16.5680305555556,-51.1291111111111,248.520458333333
J1634-5640,16.5719916666667,-56.6801944444444,248.579875
J1635-1511,16.5964888888889,-15.1977777777778,248.947333333333
J1635-26,16.5977777777778,-26.2713888888889,248.966666666667
J1635-4513,16.5987222222222,-45.2241666666667,248.980833333333
J1635-4735,16.5977344444444,-47.5898083333333,248.966016666667
J1635-4944,16.5987222222222,-49.7433333333333,248.980833333333
J1635-5954,16.5858555555556,-59.9113888888889,248.787833333333
J1636-4440,16.6045916666667,-44.6736111111111,249.068875
J1636-4803,16.6088888888889,-48.0652777777778,249.133333333333
J1636-4933,16.6153194444444,-49.5527777777778,249.229791666667
J1637-4335,16.6324444444444,-43.595,249.486666666667
J1637-4450,16.6314305555556,-44.8406388888889,249.471458333333
J1637-4553,16.632975,-45.8909166666667,249.494625
J1637-46,16.6266666666667,-46.2166666666667,249.4
