label,ra,dec,theta,p0,kPc
J1301+0833,13.0272944444444,8.56597222222222,195.409416666667,0.00184,0.91
J1301-6310,13.0245277777778,-63.1779166666667,195.367916666667,0.66382964770,2.06
J1302-32,13.0333333333333,-32,195.5,0.00377,1.86
J1302-63,13.0344444444444,-63.7480555555556,195.516666666667,0.32572433,+30.00
J1302-6313,13.0386666666667,-63.2247222222222,195.58,0.9678462129,28.06
J1305-6455,13.0899166666667,-64.9239722222222,196.34875,0.5716469444,+30.00
J1305-66,13.0933333333333,-66.65,196.4,0.1972763,+26.41
J1306-6242,13.1123888888889,-62.7008333333333,196.685833333333,0.98190211848,22.63
J1306-6617,13.1106083333333,-66.2893888888889,196.659125,0.473026470689,+29.16
J1307-67,13.1280555555556,-67.0575,196.920833333333,3.65120,1.64
J1308-4650,13.1457191666667,-46.8415833333333,197.1857875,1.05883304424,4.91
J1309-6526,13.1500805555556,-65.4379444444445,197.251208333333,0.398292162785,19.94
J1312+0051,13.2,0.85,198,0.00423,1.15
J1312+1810,13.2152777777778,18.1666666666667,198.229166666667,0.033163166,+1.78
J1312-5402,13.2012777777778,-54.045,198.019166666667,0.7281542173,9.65
J1312-5516,13.2149527777778,-55.27975,198.224291666667,0.8492356848,6.75
J1313+0931,13.2230555555556,9.53222222222222,198.345833333333,0.84893275073,0.78
J1314-6101,13.2398333333333,-61.0211111111111,198.5975,2.9483896038,9.60
J1316-6232,13.2795277777778,-62.5367222222222,199.192916666667,0.34282539844,+30.00
J1317-5759,13.2961916666667,-57.9918055555556,199.442875,2.64219851320,5.55
J1319-6056,13.3223027777778,-60.9462972222222,199.834541666667,0.284351393041,12.64
J1319-6105,13.3239777777778,-61.0906111111111,199.859666666667,0.421118114249,14.88
J1320-3512,13.3368555555556,-35.2072222222222,200.052833333333,0.45848840672,0.93
J1320-5359,13.3483116666667,-53.9851055555556,200.224675,0.279729147244,4.23
J1320+67,13.3333333333333,67.5,200,1.028620,+2.33
J1321-5922,13.3609888888889,-59.3811388888889,200.414833333333,1.27905759523,+30.00
J1322-62,13.3816666666667,-62.85,200.725,1.044851,+30.00
J1322-6329,13.3716666666667,-63.4936111111111,200.575,2.7642094208,+30.00
J1324-6146,13.4121944444444,-61.7666666666667,201.182916666667,0.8441085753,+30.00
J1324-6302,13.4037916666667,-63.0391944444444,201.056875,2.48380369300,11.03
J1326-5859,13.4495194444444,-58.9914166666667,201.742791666667,0.47799086689,9.38
J1326-6408,13.4423888888889,-64.1455555555556,201.635833333333,0.7926701073,15.70
J1326-6700,13.4342222222222,-67.0141666666667,201.513333333333,0.5430085792,8.50
J1327-0755,13.4659966666667,-7.92494444444444,201.98995,0.0026779231971205,+2.17
J1327-6222,13.4548333333333,-62.3790555555556,201.8225,0.52991319210,6.62
J1327-6301,13.452075,-63.0209416666667,201.781125,0.196478664183,6.50
J1328-4357,13.4684533333333,-43.9622555555556,202.0268,0.53269880337,2.29
J1328-4921,13.4759944444444,-49.3592777777778,202.139916666667,1.4787213559,+7.78
J1329-6158,13.48425,-61.9830555555556,202.26375,1.5652179638,8.11
J1331-5245,13.5166694444444,-52.7570555555556,202.750041666667,0.6481166471,+10.50
J1332-03,13.5333333333333,-3.43333333333333,203,1.10640,+2.07
J1333-4449,13.5624525,-44.82395,203.4367875,0.345602948594,2.32
J1334-5839,13.5750303055556,-58.6545958333333,203.625454583333,0.1077182159234,3.89
J1335-3642,13.5933333333333,-36.7,203.9,0.399192,+4.11
J1338-6204,13.6359305555556,-62.0718611111111,204.538958333333,1.23898957650,8.16
J1339-4712,13.6657190555556,-47.2015333333333,204.985785833333,0.1370546579332,1.77
J1339-6618,13.6657222222222,-66.3021666666667,204.985833333333,0.55817922185,7.62
J1340-6456,13.6667555555556,-64.94525,205.001333333333,0.37862206628,1.92
J1342+2822A,13.7030555555556,28.3755555555556,205.545833333333,0.002545,+1.80
J1342+2822B,13.70307975,28.3778169444444,205.54619625,0.002389420757786,+1.80
J1342+2822C,13.7030555555556,28.3755555555556,205.545833333333,0.002166,+1.80
J1344-6059,13.7443333333333,-60.9919444444444,206.165,0.54010232140,7.17
J1346-4918,13.772875,-49.302,206.593125,0.2996251068,3.90
J1349-63,13.8216666666667,-63.9333333333333,207.325,0.3730340,8.04
J1350-5115,13.8378105555556,-51.2568805555556,207.567158333333,0.29569917630,4.52
J1352-6803,13.8762361111111,-68.0603055555556,208.143541666667,0.628902546380,14.24
J1354-6249,13.9097222222222,-62.825,208.645833333333,2.951938334,5.62
J1355-5153,13.9329666666667,-51.8982777777778,208.9945,0.64430109622,6.47
J1355-5925,13.9330861111111,-59.4169166666667,208.996291666667,1.21338122674,8.43
J1355-6206,13.9225944444444,-62.1055833333333,208.838916666667,0.276603043150,7.95
J1356-5521,13.9473772222222,-55.3536,209.210658333333,0.507379566696,8.75
J1357-62,13.9569444444444,-62.4666666666667,209.354166666667,0.455761,6.94
J1358-2533,13.9783333333333,-25.55,209.675,0.912971,+3.08
J1359-6038,13.9995055555556,-60.6355555555556,209.992583333333,0.12750077685,5.90
J1400-1438,14.0084277777778,-14.6373333333333,210.126416666667,0.0030842332007,0.27
J1400-6325,14.0126916666667,-63.4285,210.190375,0.0311816011,9.43
J1401-6357,14.0312444444444,-63.96265,210.468666666667,0.842789632370,2.60
J1402-5124,14.0491666666667,-51.4,210.7375,1.380177,1.52
J1403-6310,14.0538888888889,-63.1741666666667,210.808333333333,0.39917017693,6.14
J1403-7646,14.0511388888889,-76.7826388888889,210.767083333333,1.3061978120,+7.03
J1404+12,14.0777777777778,12.05,211.166666666667,2.65027,+1.90
J1405-4656,14.0892848611111,-46.933975,211.339272916667,0.00760220343251,0.74
J1406-5806,14.1003333333333,-58.1088888888889,211.505,0.28834924425,6.73
J1409-6953,14.1546944444444,-69.8928888888889,212.320416666667,0.5285907792,+12.60
J1410-6132,14.1733333333333,-61.5333333333333,212.6,0.0500519462,+30.00
J1410-7404,14.1687138888889,-74.0814777777778,212.530708333333,0.2787294436271,2.15
J1412+7922,14.2155111111111,79.3676944444444,213.232666666667,0.059198212396,9.32
J1413-6141,14.2194083333333,-61.6869444444444,213.291125,0.28562462018,11.00
J1413-6307,14.2253655555556,-63.1265138888889,213.380483333333,0.394945790784,3.68
J1414-6802,14.2404722222222,-68.0494444444444,213.607083333333,4.6301880619,6.60
J1416-5033,14.2790555555556,-50.5547222222222,214.185833333333,0.794882546,1.99
J1418-3921,14.3139675,-39.3551416666667,214.7095125,1.09680600340,+5.04
J1418-5945,14.3089722222222,-59.75,214.634583333333,1.6725956812,9.31
J1420-5416,14.3414166666667,-54.2730555555556,215.12125,0.9357719221,4.90
J1420-6048,14.3356213888889,-60.8045638888889,215.034320833333,0.06817987659,7.65
J1423-6953,14.390775,-69.8952277777778,215.861625,0.333410710172,6.38
J1424-56,14.4063888888889,-56.6797222222222,216.095833333333,1.427,1.22
J1424-5822,14.4089194444444,-58.3822222222222,216.133791666667,0.366734060217,10.19
J1424-6438,14.4164444444444,-64.6361111111111,216.246666666667,1.02350369913,8.31
J1425-5723,14.4268222222222,-57.3918888888889,216.402333333333,0.35326292024,1.46
J1425-5759,14.4330861111111,-57.9861666666667,216.496291666667,0.70786760576,10.81
J1427-4158,14.4641027777778,-41.9823055555556,216.961541666667,0.586485556229,+5.89
J1428-5530,14.4739713888889,-55.5139444444444,217.109570833333,0.570290462862,2.29
J1430-6623,14.5113533333333,-66.3847333333333,217.6703,0.785440757324,1.80
J1431-4715,14.5290604722222,-47.2576594444444,217.935907083333,0.0020119534425332,2.42
J1431-5740,14.5176375833333,-57.6699083333333,217.76456375,0.0041105439567658,4.07
J1432-5032,14.5478527777778,-50.5381388888889,218.217791666667,2.0349894792,5.72
J1433-6038,14.5536611111111,-60.6429722222222,218.304916666667,1.9544296353,9.74
J1434-6006,14.5681388888889,-60.1080555555556,218.522083333333,0.30636786268,7.25
J1434+7257,14.5665936111111,72.9573644444445,218.498904166667,0.04174114783993,0.75
J1437-5959,14.6171972222222,-59.9837222222222,219.257958333333,0.0616961234035,11.12
J1439+76,14.65,76.9166666666667,219.75,0.947903,1.78
J1440-6344,14.6753630555556,-63.7465555555556,220.130445833333,0.45960536385,4.03
J1441-6137,14.6956388888889,-61.6233333333333,220.434583333333,1.17584002290,4.44
J1443-5122,14.7241583333333,-51.3738888888889,220.862375,0.7320612647,3.17
J1444-6026,14.7350055555556,-60.4359444444444,221.025083333333,4.7585755679,8.78
J1449-5846,14.8237305555556,-58.7778888888889,222.355958333333,0.463329577191,4.74
J1452-6036,14.8810827777778,-60.6087083333333,223.216241666667,0.1549913579183,9.44
J1453+1902,14.8960326388889,19.0367288888889,223.440489583333,0.0057923027349664,0.95
J1453-6413,14.8924269444444,-64.2209972222222,223.386404166667,0.1794847539641,1.84
J1455-59,14.9183333333333,-59.3833333333333,223.775,0.1761912,11.45
J1456-6843,14.9333772222222,-68.7275694444444,224.000658333333,0.2633768148933,0.46
J1457-5122,14.9611638888889,-51.3813888888889,224.417458333333,1.7483010801,1.37
J1457-5900,14.9608333333333,-59.0141666666667,224.4125,1.4986374368,4.25
J1457-5902,14.9588611111111,-59.0344444444444,224.382916666667,0.39073936418,11.33
J1501-0046,15.0291543888889,-0.7732,225.437315833333,0.4640368139284,+2.37
J1501-5637,15.0308333333333,-56.63,225.4625,0.7829485661,6.75
J1502-5828,15.0455,-58.4783333333333,225.6825,0.66810515091,12.21
J1502-6128,15.0416222222222,-61.4806388888889,225.624333333333,0.84210384000,7.88
J1503+2111,15.0651666666667,21.1859166666667,225.9775,3.31400150122,0.72
J1504-5621,15.0803166666667,-56.3588888888889,226.20475,0.41298519981,3.93
J1506-5158,15.1109722222222,-51.9694444444444,226.664583333333,0.840738545,1.67
J1507-4352,15.1261611111111,-43.8675555555556,226.892416666667,0.28675704522,1.79
J1507-6640,15.1301833333333,-66.6825277777778,226.95275,0.35565490117,5.62
J1509-5850,15.1575361111111,-58.8489166666667,227.363041666667,0.088921760489,3.85
J1509-6015,15.1520833333333,-60.2551666666667,227.28125,0.33903844870,13.63
J1510-4422,15.18025,-44.3686111111111,227.70375,0.9438712975,4.22
J1511-5414,15.1975855555556,-54.2445277777778,227.963783333333,0.2003836959221,2.24
J1511-5835,15.1852777777778,-58.5911111111111,227.779166666667,0.30151055002,7.10
J1512-5431,15.2015833333333,-54.5219444444444,228.02375,2.0405315742,6.61
J1512-5759,15.2119516666667,-57.9999444444444,228.179275,0.128694148448,12.70
J1513-5946,15.2291055555556,-59.7755277777778,228.436583333333,1.046117156733,4.26
J1514-4834,15.2373777777778,-48.5720833333333,228.560666666667,0.45483920949,1.59
J1514-4946,15.2347222222222,-49.75,228.520833333333,0.00359,1.27
J1514-5925,15.24975,-59.4286944444444,228.74625,0.148796488226,4.50
J1515-5720,15.2525833333333,-57.3469444444444,228.78875,0.28664619650,10.32
J1517-4356,15.2909277777778,-43.9383055555556,229.363916666667,0.650836871901,4.44
J1517-4636,15.2914933333333,-46.6001666666667,229.3724,0.88661249686,+10.98
J1518+0204A,15.3092548888889,2.09098611111111,229.638823333333,0.005553592524205,+2.42
J1518+0204B,15.3087383333333,2.08763055555556,229.631075,0.007946940657879,+2.42
J1518+0204D,15.3094444444444,2.08277777777778,229.641666666667,0.002988,+2.42
J1518+0204E,15.3094444444444,2.08277777777778,229.641666666667,0.003182,+2.42
J1518-0627,15.3164195555556,-6.45213888888889,229.746293333333,0.7949966745699,+2.69
J1518-5415,15.30375,-54.2625,229.55625,0.214924800284,4.26
J1522-5525,15.3685277777778,-55.4215277777778,230.527916666667,1.3896046876,1.89
J1522-5829,15.3784083333333,-58.4840833333333,230.676125,0.395352859901,4.47
J1524-5625,15.41385,-56.4231666666667,231.20775,0.078218548881,3.84
J1524-5706,15.4059527777778,-57.1097222222222,231.089291666667,1.11604861927,21.59
J1524-5819,15.4068472222222,-58.3205833333333,231.102708333333,0.96104262694,10.87
J1525-5417,15.4245416666667,-54.2888888888889,231.368125,1.01169421772,6.01
J1525-5523,15.4266844444444,-55.3908888888889,231.400266666667,0.3551560369998,3.50
J1525-5605,15.4281805555556,-56.0869444444444,231.422708333333,0.28034866206,6.77
J1526-5633,15.4447777777778,-56.5619444444444,231.671666666667,0.30188789663,6.44
J1527-3931,15.4663694444444,-39.5263888888889,231.995541666667,2.4175822701,2.01
J1527-5552,15.4613611111111,-55.8686111111111,231.920416666667,1.0487048866,7.15
J1528-3146,15.4763761666667,-31.7685655555556,232.1456425,0.06082223035146,0.99
J1528-4109,15.4688980555556,-41.158,232.033470833333,0.526556139140,5.96
J1528-5547,15.47755,-55.7897222222222,232.16325,3.4673015170,5.55
J1529-5355,15.4993333333333,-53.9266666666667,232.49,0.8912645399,7.75
J1529-5611,15.4932777777778,-56.1913888888889,232.399166666667,0.8222487311,3.77
J1530-63,15.5144444444444,-63.7258333333333,232.716666666667,0.9103,13.60
J1531-4012,15.5189027777778,-40.2085833333333,232.783541666667,0.356849312855,+7.75
J1531-5610,15.5244194444444,-56.1819444444444,232.866291666667,0.0842016828855,3.10
J1532-5308,15.5431944444444,-53.135,233.147916666667,0.44382460830,4.45
J1532-56,15.5383333333333,-56.5333333333333,233.075,0.52297708597,5.69
J1534-4428,15.5811111111111,-44.4692777777778,233.716666666667,1.2214259588,+10.94
J1534-46,15.5688888888889,-46.2333333333333,233.533333333333,0.364835,1.91
J1534-5334,15.5689916666667,-53.5720277777778,233.534875,1.36888090921,1.13
J1534-5405,15.5759972222222,-54.0943611111111,233.639958333333,0.289688895200,4.26
J1535-4114,15.588075,-41.2341944444444,233.821125,0.432866133845,2.80
J1535-4415,15.5988666666667,-44.2523333333333,233.983,0.46840160422,5.38
J1535-5450,15.5995166666667,-54.8405555555556,233.99275,0.56673415672,4.63
J1535-5848,15.5879888888889,-58.8076944444444,233.819833333333,0.307177662775,3.13
J1536-3602,15.6048283333333,-36.0496666666667,234.072425,1.31975904174,+6.45
J1536-4948,15.6,-49.8,234,0.00308,1.34
J1536-5907,15.6049222222222,-59.1176666666667,234.073833333333,0.55784066031,12.09
J1537-4912,15.6245,-49.2008333333333,234.3675,0.30131077523,1.82
J1537-5153,15.6210361111111,-51.885,234.315541666667,1.52812410566,2.63
J1538-5519,15.644675,-55.3294444444444,234.670125,0.39573063893,9.70
J1538-5621,15.6453583333333,-56.3654166666667,234.680375,1.90849449143,3.76
J1538-5638,15.6349166666667,-56.6366666666667,234.52375,0.84398039688,12.94
J1538-5750,15.6356694444444,-57.8380833333333,234.535041666667,0.506568335296,2.41
J1539-4828,15.6613444444444,-48.4825,234.920166666667,1.27284159978,3.74
J1539-5521,15.6522138888889,-55.3531111111111,234.783208333333,1.00495831813,6.84
J1539-5626,15.6538777777778,-56.4403888888889,234.808166666667,0.24339220040,4.00
J1539-6322,15.6568611111111,-63.3814444444444,234.852916666667,1.63084630957,7.75
J1541-5535,15.6971111111111,-55.5836111111111,235.456666666667,0.29583755345,7.46
J1542-5034,15.7126308333333,-50.5670555555556,235.6894625,0.5992450364,2.58
J1542-5303,15.7151416666667,-53.0613888888889,235.727125,1.20756776526,6.02
J1543-5013,15.7328472222222,-50.2327777777778,235.992708333333,0.6442550645,6.76
J1544-5308,15.7499566666667,-53.14625,236.24935,0.178553799688,1.29
J1545-4550,15.7655405444444,-45.8437575555556,236.483108166667,0.00357528861884712,2.01
J1546-3747A,15.7676222222222,-37.7861388888889,236.514333333333,0.0026056722466,+7.66
J1546-5302,15.7687222222222,-53.0397222222222,236.530833333333,0.58083988615,6.10
J1546-59,15.7666666666667,-59,236.5,0.00780,4.67
J1547-0944,15.7961272222222,-9.7355,236.941908333333,1.576924632943,+3.18
J1547-5839,15.7930527777778,-58.6527222222222,236.895791666667,0.242190323768,7.19
J1548-4821,15.8064611111111,-48.3638055555556,237.096916666667,0.14565471947,3.76
J1548-4927,15.8054083333333,-49.4612222222222,237.081125,0.602738077704,3.89
J1549+2113,15.8280391666667,21.2241388888889,237.4205875,1.262471311613,+2.33
J1549-4848,15.8225427777778,-48.8104,237.338141666667,0.288346763122,1.54
J1549-57,15.8180555555556,-57.3602777777778,237.270833333333,0.7375,0.91
J1549-5722,15.8299722222222,-57.3672222222222,237.449583333333,0.49777239400,2.93
J1550-5242,15.8341527777778,-52.7019444444445,237.512291666667,0.74965894957,6.67
J1550-5317,15.8346666666667,-53.2891666666667,237.52,1.42112434544,8.45
J1550-5418,15.8483677388889,-54.3066983611111,237.725516083333,2.06983302,9.74
J1551-0658,15.8520041666667,-6.96847222222222,237.7800625,0.00709,1.46
J1551-4424,15.8633388888889,-44.4116666666667,237.950083333333,0.6740603610,1.98
J1552-4937,15.8703530277778,-49.6304844444444,238.055295416667,0.0062843113814174,3.36
J1552-62,15.8772222222222,-62.2419444444444,238.158333333333,0.1988,4.30
J1553-5456,15.8998888888889,-54.935,238.498333333333,1.0813282469,4.80
J1554-5209,15.9075416666667,-52.1606388888889,238.613125,0.1252295584025,3.44
J1554-5512,15.91125,-55.2091666666667,238.66875,3.418039313,8.05
J1555-0515,15.9278047222222,-5.26594444444444,238.917070833333,0.97540989108,1.66
J1556-5358,15.9476388888889,-53.9819444444444,239.214583333333,0.99468068673,6.96
J1557-4258,15.9500716666667,-42.9701833333333,239.251075,0.329186857758,7.53
J1559-4438,15.9948683683333,-44.6460838272222,239.923025525,0.2570560976508,1.58
J1559-5545,15.98925,-55.7611111111111,239.83875,0.9572424424,5.09
J1600-5044,16.0147308333333,-50.7391555555556,240.2209625,0.1926012327811,5.66
J1600-5751,16.0055361111111,-57.8540833333333,240.083041666667,0.194454482247,5.32
J1601-50,16.0233333333333,-50.3833333333333,240.35,0.860777,1.54
J1602-4957,16.0383888888889,-49.9588888888889,240.575833333333,0.81999003685,6.83
J1602-5100,16.0385555555556,-51.0005555555556,240.578333333333,0.86422735995,3.80
J1603-3539,16.0649158333333,-35.6658611111111,240.9737375,0.1419085889640,3.83
J1603-5657,16.0587388888889,-56.962275,240.881083333333,0.49607711306,8.52
J1604-44,16.0755555555556,-44.7166666666667,241.133333333333,1.4,1.64
J1604-4909,16.0730552777778,-49.1662055555556,241.095829166667,0.327417572788,3.59
J1604-7203,16.0747713888889,-72.0584611111111,241.121570833333,0.341402932218,2.56
J1605-5215,16.0886111111111,-52.2633333333333,241.329166666667,6.88,7.06
J1605-5257,16.0878611111111,-52.9594444444445,241.317916666667,0.6580131007,1.28
J1607-6449,16.1301975,-64.8286333333333,241.9529625,0.298116357616,3.82
J1609-1930,16.1514861111111,-19.5022222222222,242.272291666667,1.55791724762,2.33
J1610-5303,16.1702277777778,-53.0636111111111,242.553416666667,0.78646802352,6.60
J1611-01,16.1833333333333,-1.46666666666667,242.75,1.29687,2.30
J1611-4811,16.1840833333333,-48.1941666666667,242.76125,1.296850239,5.41
J1611-5209,16.1842222222222,-52.1565555555556,242.763333333333,0.182491659288,3.33
J1612+2008,16.2065088888889,20.138425,243.097633333333,0.4266459810253,1.43
J1612-2408,16.2072388888889,-24.1344444444444,243.108583333333,0.92383371069,3.12
J1612-49,16.215,-49.45,243.225,0.19268718417,7.18
J1612-5136,16.2001666666667,-51.615,243.0025,0.48331051132,18.18
J1612-55,16.2016666666667,-55.15,243.025,0.846907,8.42
J1612-5805,16.2077266666667,-58.0914444444444,243.1159,0.61552045802,6.29
J1613-4714,16.2247305555556,-47.2405,243.370958333333,0.38237595278,3.89
J1614-2230,16.2326361111111,-52.5713888888889,243.489541666667,0.0031508076534271,1.77
J1614-23,16.2333333333333,-23.25,243.5,0.0335,3.88
J1614-38,16.2452777777778,-38.7708333333333,243.679166666667,0.4641,4.78
J1614-3937,16.2420075,-39.6246666666667,243.6301125,0.407292274238,10.10
J1614-5144,16.2460277777778,-51.7469444444444,243.690416666667,1.5340081422,9.56
J1614-5402,16.2473277777778,-54.0463888888889,243.709916666667,0.57259227192,6.96
J1615-5444,16.2503308333333,-54.7423333333333,243.7549625,0.360957675308,8.40
J1615-5537,16.2612305555556,-55.6168055555556,243.918458333333,0.79152571562,3.57
J1616-5017,16.2749694444444,-50.2874722222222,244.124541666667,0.491384121830,3.92
J1617-4216,16.2898277777778,-42.2830555555556,244.347416666667,3.42846630955,6.28
J1617-5055,16.2914722222222,-50.9203333333333,244.372083333333,0.069356847,6.46
J1618-39,16.3083333333333,-39.3166666666667,244.625,0.011987313,4.76
J1618-4723,16.3018888888889,-47.3886388888889,244.528333333333,0.20355287786,3.42
J1619-42,16.3183333333333,-42.0333333333333,244.775,1.023152,6.90
J1621-5243,16.3655,-52.7288888888889,245.4825,0.37192413884,7.76
J1622-3751,16.3679388888889,-37.8538611111111,245.519083333333,0.7314627228,11.55
J1622-4332,16.3792966666667,-43.5411666666667,245.68945,0.91693752262,8.32
J1622-4845,16.3681805555556,-48.7747222222222,245.522708333333,0.73509164794,5.24
J1622-4950,16.3791111111111,-49.8484444444444,245.686666666667,4.3261,9.14
J1623-0841,16.3951947222222,-8.69344444444445,245.927920833333,0.503014997755,+3.83
J1623-4256,16.3967611111111,-42.9477777777778,245.951416666667,0.3645903553,+21.85
J1624-4721,16.4152472222222,-47.3575,246.228708333333,0.44872324857,6.11
J1625-4048,16.4195361111111,-40.8059722222222,246.293041666667,2.3552781933,5.18
J1625-4913,16.421225,-49.2290555555556,246.318375,0.35585626277,8.21
J1626-44,16.45,-44.3666666666667,246.75,0.3083536,7.65
J1626-4537,16.4469388888889,-45.6237777777778,246.704083333333,0.370141128114,5.41
J1626-6621,16.4352363888889,-66.3542416666667,246.528545833333,0.45086776633,4.42
J1627+1419,16.4552108333333,14.3224166666667,246.8281625,0.490856730096,+2.84
J1627-4845,16.4528722222222,-48.7522222222222,246.793083333333,0.612330650088,6.86
J1627-49,16.4616666666667,-49.9,246.925,0.623678,7.83
J1627-51,16.4583333333333,-51.1333333333333,246.875,0.4396840,4.30
J1627-5547,16.4558555555556,-55.7978888888889,246.837833333333,0.35246421320,5.66
J1627-5936,16.4646083333333,-59.6153611111111,246.969125,0.35423394051,3.67
J1627+86,16.45,86.9,246.75,0.3957850,+3.65
J1628-3205,16.4686111111111,-32.0969166666667,247.029166666667,0.00321,1.54
J1628-4828,16.47525,-48.4783333333333,247.12875,4.1375385239,14.29
J1629-3636,16.4932805555556,-36.6036111111111,247.399208333333,2.988192686,3.74
J1629+43,16.4833333333333,43.9833333333333,247.25,0.1811729,0.40
J1629-6902,16.4857696111111,-69.045915,247.286544166667,0.0060006034432179,1.36
J1630+37,16.5,37,247.5,0.00332,0.85
J1630-4719,16.5006861111111,-47.3283333333333,247.510291666667,0.55907133302,6.70
J1630-4733,16.5104083333333,-47.5513888888889,247.656125,0.57597141155,6.53
J1631-1612,16.5312416666667,-16.2144444444444,247.968625,0.67768391249,1.85
J1632-1013,16.5483888888889,-10.2216666666667,248.225833333333,0.71763732795,+4.22
J1633-2009,16.5653611111111,-20.1691666666667,248.480416666667,0.93555704483,2.76
J1633-4453,16.5630688888889,-44.8855,248.446033333333,0.436506697158,11.93
J1633-4805,16.5515,-48.0933333333333,248.2725,0.71083007880,11.90
J1633-5015,16.5500286111111,-50.25225,248.250429166667,0.352142380018,7.02
J1634-49,16.575,-49.8666666666667,248.625,0.68493649236,14.39
J1634-5640,16.5719916666667,-56.6801944444444,248.579875,0.22420119106,5.71
J1635-1511,16.5964888888889,-15.1977777777778,248.947333333333,1.17938703902,+4.89
J1635-26,16.5977777777778,-26.2713888888889,248.966666666667,0.5105,+7.23
J1635-4513,16.5987222222222,-45.2241666666667,248.980833333333,1.5947455499,6.96
J1635-4944,16.5987222222222,-49.7433333333333,248.980833333333,0.67196419932,8.85
J1635-5954,16.5858555555556,-59.9113888888889,248.787833333333,0.52912125685,7.26
J1636-4440,16.6045916666667,-44.6736111111111,249.068875,0.20664850874,9.33
J1636-4803,16.6088888888889,-48.0652777777778,249.133333333333,1.2046438889,6.53
J1636-4933,16.6153194444444,-49.5527777777778,249.229791666667,0.43036655800,11.16
J1637-4335,16.6324444444444,-43.595,249.486666666667,0.77136654042,+30.00
J1637-4553,16.632975,-45.8909166666667,249.494625,0.1187713928329,3.83
J1637-46,16.6266666666667,-46.2166666666667,249.4,0.493091,8.16
J1637-4642,16.6204916666667,-46.7041666666667,249.307375,0.154027427712,5.77
J1637-4721,16.6198333333333,-47.3508333333333,249.2975,1.16574138660,5.94
J1637-4816,16.6329666666667,-48.27,249.4945,0.8373653018,10.01
J1638-3951,16.6376555555556,-39.8663888888889,249.564833333333,0.77113024025,10.96
J1638-42,16.6419444444444,-42.5655555555556,249.629166666667,0.5109,15.99
J1638-4344,16.6480222222222,-43.7344444444444,249.720333333333,1.12194419355,5.09
J1638-44,16.6383333333333,-44.6666666666667,249.575,0.5680566269,9.15
J1638-4608,16.6397166666667,-46.1365555555556,249.59575,0.278137287280,5.85
J1638-5226,16.6499888888889,-52.4492777777778,249.749833333333,0.340502709437,4.88
J1639-4359,16.6519027777778,-43.9977777777778,249.778541666667,0.58755897769,5.23
J1639-4604,16.6558891666667,-46.0758611111111,249.8383375,0.529115851204,4.64
J1640+2224,16.6713173075,22.4024836944444,250.0697596125,0.00316331581791380,1.19
J1640-4648,16.6798944444444,-46.8125,250.198416666667,0.178352043293,6.10
J1640-4715,16.6703305555556,-47.2598055555556,250.054958333333,0.51740483467,7.25
J1640-4951,16.6787666666667,-49.8505833333333,250.1815,0.73909894649,10.66
J1641-2347,16.6883444444444,-23.7933333333333,250.325166666667,1.091008429855,1.33
J1641+3627A,16.6946888888889,36.4542888888889,250.420333333333,0.0103775094520,+2.69
J1641+3627B,16.6947222222222,36.4602777777778,250.420833333333,0.003528072,+2.69
J1641+3627C,16.6947222222222,36.4602777777778,250.420833333333,0.003722,+2.69
J1641+3627D,16.6947222222222,36.4602777777778,250.420833333333,0.003118,+2.69
J1641+3627E,16.6947222222222,36.4602777777778,250.420833333333,0.002487,+2.69
J1643-4522,16.7223333333333,-45.3669444444444,250.835,1.34789947290,6.19
J1643-4550,16.7204222222222,-45.8484722222222,250.806333333333,0.717508089981,5.88
J1644-44,16.7433333333333,-44.1666666666667,251.15,0.1739106,7.65
J1644-4559,16.7470225,-45.9859722222222,251.2053375,0.455059775403,6.09
J1644-46,16.735,-46.4333333333333,251.025,0.2509406,5.68
J1644-4657,16.7440277777778,-46.9605555555556,251.160416666667,0.12596223249,9.58
J1645+1012,16.7595597222222,10.2044555555556,251.393395833333,0.410860719379,+3.27
J1646-2142,16.7717027777778,-21.7025,251.575541666667,0.00585,1.41
J1646-4308,16.7820277777778,-43.1352777777778,251.730416666667,0.8406799814,10.96
J1646-4346,16.7809166666667,-43.7772222222222,251.71375,0.23160332930,6.86
J1646-6831,16.7818888888889,-68.5308333333333,251.728333333333,1.7856112396,1.80
J1647-3607,16.7962527777778,-36.1177777777778,251.943791666667,0.21231640921,12.90
J1647+66,16.8,66.0666666666667,252,1.599819,1.80
J1648-3256,16.8016861111111,-32.9446666666667,252.025291666667,0.719454779443,5.30
J1648-4458,16.8036111111111,-44.9738888888889,252.054166666667,0.62963153567,9.89
J1648-4611,16.8061166666667,-46.1877777777778,252.09175,0.164949668359,5.71
J1648-6044,16.8142305555556,-60.7404166666667,252.213458333333,0.58376499689,5.66
J1649+2533,16.8289527777778,25.5519444444444,252.434291666667,1.0152573918,+2.91
J1649-3935,16.8185222222222,-39.5956111111111,252.277833333333,0.770909760511,9.04
J1649-4653,16.8234722222222,-46.8858333333333,252.352083333333,0.55701875796,5.63
J1649-5553,16.8253055555556,-55.8944444444444,252.379583333333,0.61357070436,14.07
J1649+80,16.8333333333333,80.75,252.5,0.0020210978,+3.38
J1650-4126,16.8369927777778,-41.4427222222222,252.554891666667,0.308917678787,5.06
J1650-4341,16.8457444444444,-43.6918888888889,252.686166666667,0.309398365719,8.11
