label,ra,dec,theta,p0,kPc
J1651-4246,16.8635527777778,-42.7697222222222,252.953291666667,0.84408066596,6.63
J1651-4519,16.8658888888889,-45.3197222222222,252.988333333333,0.51744320409,7.29
J1651-5222,16.8619361111111,-52.3828333333333,252.929041666667,0.63505597647,6.39
J1651-5255,16.8614444444444,-52.93,252.921666666667,0.8905339578,5.99
J1651-7642,16.8521861111111,-76.7109722222222,252.782791666667,1.75531107981,+5.16
J1652-1400,16.8712991666667,-14.0076111111111,253.0694875,0.305447058241,3.10
J1652+2651,16.8675194444444,26.8612222222222,253.012791666667,0.91580349720,+2.93
J1652-4406,16.8831944444444,-44.1013888888889,253.247916666667,7.707183007,8.80
J1652-48,16.8816666666667,-48.75,253.225,0.0037851238,4.79
J1653-2054,16.8919527777778,-20.9153055555556,253.379291666667,0.004129145284562,2.64
J1653-3838,16.8943883333333,-38.6391111111111,253.415825,0.305037318882,5.12
J1653-4315,16.8915833333333,-43.2502777777778,253.37375,0.41927974137,5.13
J1653-4854,16.8990833333333,-48.9141666666667,253.48625,3.0595096022,13.76
J1654-23,16.9008333333333,-23.5833333333333,253.5125,0.54535972,3.60
J1654-4140,16.9065277777778,-41.6733333333333,253.597916666667,1.27394512577,5.15
J1654-4245,16.9061333333333,-42.7608333333333,253.592,1.1015546927,11.84
J1655-3048,16.9234805555556,-30.8116666666667,253.852208333333,0.542935874228,8.57
J1655-3844,16.9274055555556,-38.7358333333333,253.911083333333,1.19343919921,11.94
J1657-4432,16.9602027777778,-44.5388888888889,254.403041666667,0.60960714201,5.58
J1658-4306,16.9712777777778,-43.1138888888889,254.569166666667,1.1664490044,9.59
J1658-47,16.9733333333333,-47.2,254.6,0.3693649,+30.00
J1658-5324,16.9786111111111,-53.2958333333333,254.679166666667,0.00244,1.24
J1659-4316,16.9989944444444,-43.2683333333333,254.984916666667,0.47438143461,7.93
J1659-4439,16.9942888888889,-44.6502777777778,254.914333333333,0.353293033439,9.18
J1700-4422,17.0149083333333,-44.3741666666667,255.223625,0.7555354095,6.44
J1700-4939,17.0062666666667,-49.6541666666667,255.094,0.57836343922,14.53
J1701-3006A,17.0201415055556,-30.1083813888889,255.302122583333,0.0052415662037958,4.12
J1701-3006B,17.0201854722222,-30.1136233333333,255.302782083333,0.0035938521270515,4.02
J1701-3006C,17.0202405333333,-30.1165041666667,255.303608,0.0076128487111379,4.09
J1701-3006D,17.0204341944444,-30.1118219444444,255.306512916667,0.0034177704450548,0.74
J1701-3006E,17.0203537222222,-30.113025,255.305305833333,0.0032337373331158,4.04
J1701-3006F,17.0202283888889,-30.1143944444444,255.303425833333,0.0022947270806719,4.01
J1701-3130,17.0287536111111,-31.5101944444444,255.431304166667,0.2913414710251,4.53
J1701-3726,17.0218166666667,-37.4402777777778,255.32725,2.4546091591,7.81
J1701-4533,17.024765,-45.5635277777778,255.371475,0.322908566781,17.39
J1701-4958,17.0202305555556,-49.9758333333333,255.303458333333,0.80430423739,9.68
J1702-3932,17.0373222222222,-39.5444444444444,255.559833333333,0.390327976785,9.69
J1702-4128,17.0479222222222,-41.4800555555556,255.718833333333,0.182135802939,5.18
J1702-4306,17.0409138888889,-43.1122222222222,255.613708333333,0.215507334229,7.12
J1702-4310,17.0408166666667,-43.1777777777778,255.61225,0.24052386477,5.44
J1702-4428,17.0479444444444,-44.4675,255.719166666667,2.1235057036,7.05
J1703-38,17.0572222222222,-38.2,255.858333333333,6.443,7.78
J1703-4442,17.0557194444444,-44.7116666666667,255.835791666667,1.74729348943,5.34
J1703-4851,17.0651111111111,-48.8655,255.976666666667,1.39640107763,4.50
J1704-6016,17.0707777777778,-60.2816666666667,256.061666666667,0.3063230254,1.89
J1705-04,17.0833333333333,-4.68333333333333,256.25,0.23748,3.04
J1705-3936,17.0936388888889,-39.6080555555556,256.404583333333,0.8544816637,8.46
J1705-3950,17.0916222222222,-39.8497222222222,256.374333333333,0.318941483436,3.86
J1705-4108,17.089,-41.1455555555556,256.335,0.8610674067,11.87
J1705-4331,17.0933094444444,-43.5204444444444,256.399641666667,0.22256110261,3.76
J1705-52,17.0972222222222,-52.6047222222222,256.458333333333,0.2307,8.99
J1705-6135,17.0875833333333,-61.5875,256.31375,0.808546089,6.31
J1706-3839,17.1059166666667,-38.6641666666667,256.58875,0.58628740134,12.20
J1706-4310,17.1012527777778,-43.1725,256.518791666667,0.6169790441,13.43
J1706+59,17.1166666666667,59.1666666666667,256.75,1.476687,+2.97
J1706-6118,17.1027205555556,-61.30325,256.540808333333,0.3619213249276,3.64
J1707-4053,17.1227022222222,-40.8989166666667,256.840533333333,0.581016707860,5.12
J1707-4341,17.1278083333333,-43.6866666666667,256.917125,0.89059449625,7.99
J1707-4417,17.1281694444444,-44.2886111111111,256.922541666667,5.7637770030,9.17
J1707-4729,17.1209852777778,-47.4929166666667,256.814779166667,0.26647363743,10.64
J1708-3641,17.1433083333333,-36.6893055555555,257.149625,0.587566793839,6.02
J1708-3827,17.1379166666667,-38.46,257.06875,1.2257819960,17.55
J1708-7539,17.1340277777778,-75.6563888888889,257.010416666667,1.1910239966,2.01
J1709+2313,17.1516088888889,23.2244027777778,257.274133333333,0.0046311962778409,1.83
J1709-3626,17.1625416666667,-36.4343333333333,257.438125,0.447857060325,8.97
J1709-4342,17.1585833333333,-43.7038888888889,257.37875,1.735898235,5.49
J1709-4401,17.1614972222222,-44.0197777777778,257.422458333333,0.8652353343,4.98
J1710-2616,17.1680277777778,-26.2763888888889,257.520416666667,0.954158007,4.26
J1710-37,17.175,-37.5,257.625,0.79265922183,5.34
J1710-4148,17.1732638888889,-41.8052777777778,257.598958333333,0.286561228631,6.90
J1710+49,17.1747222222222,49.3333333333333,257.620833333333,0.0032202231,0.39
J1711-3826,17.1956805555556,-38.4372222222222,257.935208333333,0.46536464559,5.20
J1711-5350,17.1980888888889,-53.8377777777778,257.971333333333,0.89921779930,4.24
J1712-2715,17.2032527777778,-27.2647222222222,258.048791666667,0.255359660118,3.13
J1712-391,17.2097222222222,-39.7166666666667,258.145833333333,0.778149,6.37
J1712-392,17.2097222222222,-39.7166666666667,258.145833333333,0.0925277,8.94
J1713-3844,17.2173055555556,-38.7413888888889,258.259583333333,1.6001140423,6.50
J1713-3949,17.2244444444444,-39.8166666666667,258.366666666667,0.3924514,5.01
J1714-1054,17.2444783333333,-10.9030277777778,258.667175,0.696278743075,2.65
J1715-3247,17.2565166666667,-32.7916666666667,258.84775,1.26021405926,3.91
J1715-3903,17.2539722222222,-39.0505555555556,258.809583333333,0.27848105467,4.80
J1715-4034,17.2613861111111,-40.5727777777778,258.920791666667,2.0721529918,4.62
J1716-4005,17.27835,-40.0908333333333,259.17525,0.31181276456,6.33
J1716-4111,17.2789741666667,-41.1859722222222,259.1846125,1.03606727254,4.79
J1716-4711,17.2669747222222,-47.1835833333333,259.004620833333,0.55582421598,+19.58
J1717-3737,17.2877666666667,-37.6266666666667,259.3165,0.68241862653,6.31
J1717-3847,17.2884444444444,-38.7841666666667,259.326666666667,1.1494989184,9.52
J1717-4043,17.2966416666667,-40.7305555555556,259.449625,0.39785744656,9.03
J1717-40435,17.2838888888889,-40.7252777777778,259.258333333333,0.34992850807,11.41
J1717-5800,17.2932361111111,-58.0015,259.398541666667,0.321793346869,+8.85
J1718-41,17.3033333333333,-41.1166666666667,259.55,0.5484192,6.78
J1719-23,17.3269444444444,-23.4852777777778,259.904166666667,0.4540,4.08
J1719-4006,17.317145,-40.1165277777778,259.757175,0.189094492501,6.28
J1719-4302,17.3302138888889,-43.0365,259.953208333333,0.23547520029,9.42
J1720+2150,17.3336944444444,21.8368888888889,260.005416666667,1.61566378034,+3.59
J1720-2446,17.3395722222222,-24.7741666666667,260.093583333333,0.87426457245,3.44
J1720-36,17.3483333333333,-36.8833333333333,260.225,0.09213212,4.89
J1721-1939,17.3629472222222,-19.6636111111111,260.444208333333,0.404039751280,4.64
J1722-3632,17.3693936111111,-36.5481388888889,260.540904166667,0.399183351758,5.30
J1722-3712,17.3831027777778,-37.2010277777778,260.746541666667,0.236173191636,2.51
J1723-2852,17.3995,-28.8808333333333,260.9925,0.6250339127,4.63
J1723-38,17.3833333333333,-38.3333333333333,260.75,0.76579581473,7.00
J1724-35,17.4119444444444,-35.8166666666667,261.179166666667,1.42199,6.61
J1725-0732,17.4200780555556,-7.54977777777778,261.301170833333,0.239919487227,3.43
J1725-3848,17.4166944444444,-38.81,261.250416666667,2.0623862583,4.49
J1725-3853,17.4242416666667,-38.8845,261.363625,0.004791822704,3.44
J1725-4043,17.4281722222222,-40.7197222222222,261.422583333333,1.46507137487,4.80
J1726-00,17.4397222222222,-0.25,261.595833333333,1.3086,+5.49
J1726-31,17.4433333333333,-31.95,261.65,0.12347018,4.82
J1727-2946,17.4541930361111,-29.7768880555556,261.812895541667,0.0270831832440066,1.62
J1729-2117,17.4863355555556,-21.2911111111111,262.295033333333,0.0662928992668,1.42
J1730-34,17.5016666666667,-34.8,262.525,0.09982956,8.41
J1731-3322,17.5206416666667,-33.3791666666667,262.809625,0.54467054719,11.98
J1732-35,17.5416666666667,-35.0833333333333,263.125,0.126689998553,5.00
J1732-3729,17.5391138888889,-37.4847222222222,263.086708333333,2.18400134708,6.20
J1732-4128,17.5472222222222,-41.48,263.208333333333,0.6279806844,5.94
J1733-3716,17.5574316666667,-37.2818333333333,263.361475,0.337585823180,3.44
J1733-5515,17.5501111111111,-55.2611111111111,263.251666666667,1.011233535,4.11
J1734-3058,17.5807886111111,-30.9781666666667,263.711829166667,0.541285680730,4.37
J1735-0243,17.5966944444444,-2.73,263.950416666667,0.7828869765,3.25
J1735-3258,17.5991388888889,-32.9719444444444,263.987083333333,0.35096322944,11.14
J1736+05,17.615,5.8,264.225,0.999245,2.81
J1736-3511,17.60075,-35.1988888888889,264.01125,0.50280278290,2.72
J1737-0811,17.6297534305556,-8.18580194444444,264.446301458333,0.0041750173128551,2.38
J1737-3555,17.6277886111111,-35.9288333333333,264.416829166667,0.397584746441,2.25
J1738-2736,17.6373966666667,-27.6071666666667,264.56095,0.627715518484,5.91
J1739+0612,17.6549905555556,6.20788888888889,264.824858333333,0.234169035616,+5.44
J1739-1313,17.6660613888889,-13.2218333333333,264.990920833333,1.215697613611,2.02
J1740+1000,17.673875,10.00175,265.108125,0.154087174313,1.36
J1740-3052,17.6805558333333,-30.8678611111111,265.2083375,0.570313411724,10.84
J1740-5340A,17.6790525,-53.6780277777778,265.1857875,0.00365032889720,3.21
J1741+1351,17.6936111111111,13.8622222222222,265.404166666667,0.0037471544,1.41
J1741-2019,17.6852416666667,-20.3233333333333,265.278625,3.90450636119,2.00
J1741+2758,17.6981972222222,27.9691666666667,265.472958333333,1.3607376877,2.06
J1741-34,17.6983333333333,-34.3166666666667,265.475,0.875137,4.75
J1741-3927,17.6883558333333,-39.4605555555556,265.3253375,0.512211401067,4.75
J1742-4616,17.70725,-46.2815277777778,265.60875,0.412401047219,4.99
J1743-35,17.7183333333333,-35.5333333333333,265.775,0.569980,4.01
J1743-4212,17.7181175,-42.2006666666667,265.7717625,0.3061669878595,4.67
J1744-1610,17.7379261111111,-16.1766111111111,266.068891666667,1.757205868816,1.99
J1744-2335,17.7467972222222,-23.5986111111111,266.201958333333,1.68350668862,2.45
J1744-3922,17.7340763888889,-39.3725277777778,266.011145833333,0.172444360995,4.60
J1744-5337,17.7441444444444,-53.6308333333333,266.162166666667,0.3556658488,+8.16
J1745-0129,17.7505722222222,-1.48836111111111,266.258583333333,1.045406855598,+7.26
J1745-2910,17.7544444444444,-29.1666666666667,266.316666666667,0.982,15.23
J1745-2912,17.7638888888889,-29.2,266.458333333333,0.1873794,18.53
J1745-3812,17.7542833333333,-38.2020277777778,266.31425,0.6983528638,4.82
J1746+2245,17.7669,22.7580277777778,266.5035,3.46503778264,+4.32
J1746+2540,17.768575,25.6770833333333,266.528625,1.0581481703,+4.16
J1746-27,17.7666666666667,-27.85,266.5,0.48752760873,5.35
J1746-2849,17.7676944444444,-28.8219444444444,266.515416666667,1.478480373,+30.00
J1746-2850,17.7685,-28.845,266.5275,1.0771014910,12.86
J1746-2856,17.7804166666667,-28.9419444444444,266.70625,0.945224316,21.77
J1747-1030,17.7995305555556,-10.5013888888889,266.992958333333,1.5787928888,7.27
J1747-2647,17.791915,-26.7872222222222,266.878725,0.500254454491,8.44
J1747-2809,17.7896666666667,-28.1541666666667,266.845,0.052152855,17.55
J1747-4036,17.7913888888889,-40.6,266.870833333333,0.00165,5.74
J1748-2446A,17.8006263888889,-24.7769166666667,267.009395833333,0.01156314838986,4.46
J1748-2446aa,17.8013333333333,-24.7791666666667,267.02,0.00578804,4.39
J1748-2446ab,17.8013333333333,-24.7791666666667,267.02,0.00511971,4.41
J1748-2446ac,17.8013333333333,-24.7791666666667,267.02,0.00508691,4.41
J1748-2446ad,17.8013333333333,-24.7791666666667,267.02,0.00139595482,4.37
J1748-2446ae,17.8013333333333,-24.7791666666667,267.02,0.00365859,4.41
J1748-2446af,17.8013333333333,-24.7791666666667,267.02,0.00330434,4.39
J1748-2446ag,17.8013333333333,-24.7791666666667,267.02,0.00444803,4.40
J1748-2446ah,17.8013333333333,-24.7791666666667,267.02,0.00496515,4.40
J1748-2446ai,17.8013333333333,-24.7791666666667,267.02,0.02122838,4.34
J1748-2446C,17.8012611111111,-24.7766666666667,267.018916666667,0.0084360953044,4.39
J1748-2446D,17.8013333333333,-24.7791666666667,267.02,0.00471398,4.48
J1748-2446E,17.8013333333333,-24.7791666666667,267.02,0.00219780,4.38
J1748-2446F,17.8013333333333,-24.7791666666667,267.02,0.00554014,4.42
J1748-2446G,17.8013333333333,-24.7791666666667,267.02,0.02167187,4.39
J1748-2446H,17.8013333333333,-24.7791666666667,267.02,0.00492589,4.40
J1748-2446I,17.8013333333333,-24.7791666666667,267.02,0.00957019,4.41
J1748-2446J,17.8013333333333,-24.7791666666667,267.02,0.08033793,4.35
J1748-2446K,17.8013333333333,-24.7791666666667,267.02,0.00296965,4.35
J1748-2446L,17.8013333333333,-24.7791666666667,267.02,0.00224470,4.40
J1748-2446M,17.8013333333333,-24.7791666666667,267.02,0.00356957,4.41
J1748-2446N,17.8013333333333,-24.7791666666667,267.02,0.00866690,4.41
J1748-2446O,17.8013333333333,-24.7791666666667,267.02,0.00167663,4.38
J1748-2446P,17.8013333333333,-24.7791666666667,267.02,0.00172862,4.41
J1748-2446Q,17.8013333333333,-24.7791666666667,267.02,0.002812,4.35
J1748-2446R,17.8013333333333,-24.7791666666667,267.02,0.00502854,4.39
J1748-2446S,17.8013333333333,-24.7791666666667,267.02,0.00611664,4.37
J1748-2446T,17.8013333333333,-24.7791666666667,267.02,0.00708491,4.40
J1748-2446U,17.8013333333333,-24.7791666666667,267.02,0.00328914,4.36
J1748-2446V,17.8013333333333,-24.7791666666667,267.02,0.00207251,4.42
J1748-2446W,17.8013333333333,-24.7791666666667,267.02,0.00420518,4.42
J1748-2446X,17.8013333333333,-24.7791666666667,267.02,0.00299926,4.43
J1748-2446Y,17.8013333333333,-24.7791666666667,267.02,0.00204816,4.42
J1748-2446Z,17.8013333333333,-24.7791666666667,267.02,0.00246259,4.41
J1748-30,17.8,-30.2833333333333,267,0.3827347,11.09
J1748-3009,17.8066083333333,-30.1533888888889,267.099125,0.009684273,5.96
J1749-4931,17.8232694444444,-49.5330555555556,267.349041666667,0.445822307,1.80
J1749-5605,17.8290277777778,-56.0886111111111,267.435416666667,1.3323097198,2.66
J1750-2536,17.8426083333333,-25.6119444444444,267.639125,0.034749053,3.51
J1750-28,17.8344444444444,-28.75,267.516666666667,1.3005131462,5.19
J1750-3503,17.8456947222222,-35.0524722222222,267.685420833333,0.68401360292,5.07
J1751-2857,17.8590823611111,-28.9629166666667,267.886235416667,0.0039148731963690,1.44
J1751-4657,17.8617313888889,-46.9568888888889,267.925970833333,0.742352395470,1.03
J1752+2359,17.8765055555556,23.9967222222222,268.147583333333,0.409050865044,2.70
J1753-12,17.8813888888889,-12.9833333333333,268.220833333333,0.405454,2.17
J1753-2240,17.8944019444444,-22.6783333333333,268.416029166667,0.0951378086771,3.46
J1753-38,17.8833333333333,-38.8166666666667,268.25,0.666804,6.99
J1754-2422,17.9101555555556,-24.3733333333333,268.652333333333,2.0902480768,11.43
J1754-30,17.9044444444444,-30.1833333333333,268.566666666667,1.32049,5.47
J1755-0903,17.9195455555556,-9.06433333333333,268.793183333333,0.190709642575,2.16
J1755-2025,17.9266113888889,-20.4166666666667,268.899170833333,0.322231178915,8.64
J1755-25,17.9266666666667,-25.8833333333333,268.9,0.31519598238,11.04
J1755-26,17.9211916666667,-26,268.817875,0.43087215605,5.17
J1755-33,17.92,-33.5166666666667,268.8,0.959466,9.66
J1756+18,17.9333333333333,18.3166666666667,269,0.744,+5.09
J1756-25,17.945,-25.4666666666667,269.175,0.855986,10.39
J1756-2619,17.9553861111111,-26.3188888888889,269.330791666667,0.72451374873,7.74
J1757-15,17.9566666666667,-15.055,269.35,0.1794,4.19
J1757-27,17.9652208333333,-27.75,269.4783125,0.01768721477177,5.42
J1757-5322,17.9542115277778,-53.3739963888889,269.313172916667,0.008869961227277,1.36
J1758+3030,17.9738555555556,30.5066666666667,269.607833333333,0.94725581104,2.67
J1759-1029,17.9928611111111,-10.4991666666667,269.892916666667,2.5122628118,3.77
J1759-24,17.99,-24.0333333333333,269.85,1.457739,10.78
J1800-0125,18.0061333333333,-1.42516666666667,270.092,0.78318548958,2.24
J1800-2343,18,-23.7166666666667,270,1.03082,4.38
J1800+50,18.0166666666667,50.4666666666667,270.25,0.578364,1.47
J1801-0857A,18.0307256666667,-8.95884722222222,270.460885,0.0071756146066706,10.46
J1801-0857B,18.0307127222222,-8.95911388888889,270.460690833333,0.02896158773099,10.42
J1801-0857C,18.0307613055556,-8.95908333333333,270.461419583333,0.00373869966067,10.40
J1801-0857D,18.0320459166667,-8.95675833333333,270.48068875,0.004226532003547,9.02
J1802+0128,18.0409583333333,1.47325,270.614375,0.554261603931,+8.79
J1802+03,18.0455555555556,3.63333333333333,270.683333333333,0.6643,5.12
J1802-05,18.0366666666667,-5.39805555555556,270.55,1.681,6.82
J1802-3346,18.0486666666667,-33.7791666666667,270.73,2.461051995,10.24
J1803-30,18.0594722222222,-30.0338888888889,270.892083333333,0.007101,4.99
J1803-3002B,18.0594722222222,-30.0338888888889,270.892083333333,0.004397,5.01
J1803-3002C,18.0594722222222,-30.0338888888889,270.892083333333,0.005840,5.05
J1803-3329,18.0623480555556,-33.4863055555556,270.935220833333,0.633411983159,6.01
J1804-28,18.08,-28.1166666666667,271.2,1.273011,4.80
J1805-0619,18.0920655555556,-6.32927777777778,271.380983333333,0.454650713078,6.69
J1805-2948,18.0951361111111,-29.8,271.427041666667,0.4283409894,4.61
J1806+1023,18.1144761111111,10.3884166666667,271.717141666667,0.484286459778,3.27
J1807+04,18.1236111111111,4.08333333333333,271.854166666667,0.7989,2.66
J1807+0756,18.1308986111111,7.94538611111111,271.963479166667,0.464300493199,+7.66
J1807-2459A,18.1223210011111,-24.9980281944444,271.834815016667,0.003059448798020229,3.27
J1807-2459B,18.1224642247222,-25.0005319444444,271.836963370833,0.00418617720284089,3.31
J1807-2557,18.1204611111111,-25.9555555555556,271.806916666667,2.76419486975,11.21
J1808+00,18.1386111111111,0.566666666666667,272.079166666667,0.425115,+10.31
J1808-1517,18.1441916666667,-15.2944444444444,272.162875,0.544549207067,4.16
J1808-2024,18.1442602777778,-20.4110694444444,272.163904166667,7.55592,8.57
J1808-3249,18.1345777777778,-32.8261111111111,272.018666666667,0.364912241765,5.06
J1809-0119,18.1642666666667,-1.32472222222222,272.464,0.7449764016,10.59
J1809-0743,18.1599777777778,-7.71705555555556,272.399666666667,0.313885674748,+17.82
J1809-3547,18.1574944444444,-35.7883333333333,272.362416666667,0.8603878390,+13.02
J1810+1744,18.1770222222222,17.7437166666667,272.655333333333,0.00166,2.49
J1810-5338,18.1790083333333,-53.6354722222222,272.685125,0.26104931796,2.00
J1811-0154,18.1888555555556,-1.90858333333333,272.832833333333,0.92494482303,9.56
J1811+0702,18.1890055555556,7.04158333333333,272.835083333333,0.46171267661,3.13
J1811-1049,18.188075,-10.8175,272.821125,2.6238585620,8.50
J1811-1717,18.1907027777778,-17.2963888888889,272.860541666667,0.39138510099,7.03
J1811-1736,18.1986205555556,-17.6104722222222,272.979308333333,0.1041819547968,5.93
J1811-1925,18.1914444444444,-19.4244444444444,272.871666666667,0.06466700,9.36
J1811-4930,18.1908861111111,-49.5057777777778,272.863291666667,1.4327041968,2.01
J1812-2748,18.2112722222222,-27.8008333333333,273.169083333333,0.236983307439,3.03
J1812-3039,18.2124727777778,-30.6558333333333,273.187091666667,0.58747677594,4.61
J1813+1822,18.2274333333333,18.3708333333333,273.4115,0.3364246764,+6.24
J1813-2621,18.227942125,-26.3658486111111,273.419131875,0.0044300116286341,3.37
J1814-0521,18.2405916666667,-5.36027777777778,273.608875,1.01421948495,4.37
J1814+1130,18.2452061111111,11.5122083333333,273.678091666667,0.751261115038,4.53
J1815+55,18.25,55.4833333333333,273.75,0.426802,+3.87
J1816+4510,18.2766484333333,45.1760727222222,274.1497265,0.0031931035538505,+4.20
J1816-5643,18.2767955555556,-56.7283611111111,274.151933333333,0.2179228818474,3.06
J1817-1938,18.2852277777778,-19.6433333333333,274.278416666667,2.0468376289,10.74
J1817-2311,18.2833333333333,-23.1833333333333,274.25,0.62547,5.61
J1817-3618,18.2849380555556,-36.3011111111111,274.274070833333,0.38701692095,3.78
J1817-3837,18.2834083333333,-38.63325,274.251125,0.38448678392,5.23
J1818-01,18.3041666666667,-1.81722222222222,274.5625,0.8385,+15.45
J1818-1448,18.3077527777778,-14.8105555555556,274.616291666667,0.28137130037,7.96
J1818-1556,18.3144305555556,-15.9344444444444,274.716458333333,0.952708902877,4.01
J1819-1114,18.3246611111111,-11.2452777777778,274.869916666667,0.29416251457,5.82
J1819+1305,18.332285,13.0875694444444,274.984275,1.060363543971,4.41
J1819-17,18.325,-17.0833333333333,274.875,2.352135,1.85
J1819-1717,18.3287222222222,-17.2877777777778,274.930833333333,0.39352163764,5.87
J1821+0155,18.3608010222222,1.92277583333333,275.412015333333,0.03378133193189,2.29
J1821-0331,18.3624166666667,-3.52019444444444,275.43625,0.90231562918,5.56
J1821-1432,18.3610491666667,-14.5481111111111,275.4157375,1.91513066964,6.95
J1821+1715,18.3537508333333,17.2630722222222,275.3062625,1.366682059422,4.68
J1821+41,18.3666666666667,41.75,275.5,1.261787,3.76
J1822+1120,18.3707222222222,11.3489444444444,275.560833333333,1.78703680542,+8.77
J1822-4209,18.3698211111111,-42.15305,275.547316666667,0.456511944952,3.50
J1823-3021A,18.394579725,-30.3611463888889,275.918695875,0.0054400041632727,3.07
J1823-3021B,18.39487375,-30.3613722222222,275.92310625,0.3785964921974,3.07
J1823-3021C,18.3947643333333,-30.3606805555556,275.921465,0.4059359629899,3.07
J1823-3021D,18.394592,-30.3621277777778,275.91888,0.003020060260978,3.06
J1823-3021E,18.3945833333333,-30.3611666666667,275.91875,0.004394,3.26
J1823-3021F,18.3945833333333,-30.3611666666667,275.91875,0.004850,3.06
J1824-1350,18.4139391666667,-13.8391666666667,276.2090875,1.39659854604,7.06
J1824-2452B,18.4091138888889,-24.8697777777778,276.136708333333,0.006547,3.61
J1824-2452C,18.4091138888889,-24.8697777777778,276.136708333333,0.004159,3.64
J1824-2452D,18.4091138888889,-24.8697777777778,276.136708333333,0.079832,3.61
J1824-2452E,18.4091138888889,-24.8697777777778,276.136708333333,0.00542,3.62
J1824-2452F,18.4091138888889,-24.8697777777778,276.136708333333,0.002451,3.71
J1824-2452G,18.4091138888889,-24.8697777777778,276.136708333333,0.005909,3.61
J1824-2452H,18.4091138888889,-24.8697777777778,276.136708333333,0.004629,3.66
J1824-2452I,18.4090361111111,-24.8690555555556,276.135541666667,0.003931852642,3.60
J1824-2452J,18.4091138888889,-24.8697777777778,276.136708333333,0.004039,3.61
J1824-2452K,18.4091138888889,-24.8697777777778,276.136708333333,0.004461,3.62
J1824-2452L,18.4091138888889,-24.8697777777778,276.136708333333,0.004100,3.60
J1824-2537,18.4084963888889,-25.6219444444444,276.127445833333,0.223320267185,5.48
J1825-0319,18.4322091944444,-3.33265833333333,276.483137916667,0.004553527919736,3.26
J1825-1108,18.42175,-11.1483333333333,276.32625,1.9258717727,2.71
J1825-31,18.4327777777778,-31.0388888888889,276.491666666667,2.382,5.38
J1825-33,18.4338888888889,-33.35,276.508333333333,1.2712,1.58
J1826-1419,18.4451086111111,-14.3226666666667,276.676629166667,0.770620171033,3.59
J1828+0625,18.4744527777778,6.41680555555556,277.116791666667,0.00363,1.18
J1828+1359,18.4814827777778,13.9931555555556,277.222241666667,0.741639520385,3.29
J1829-0734,18.484825,-7.57277777777778,277.272375,0.318400873408,5.45
J1829-1011,18.4850166666667,-10.1902777777778,277.27525,0.82916602078,7.37
J1829+2456,18.492963,24.9383869444444,277.394445,0.04100982358117,0.74
J1830-10,18.5016666666667,-10.65,277.525,0.245260,4.01
J1830-1313,18.5116611111111,-13.2211666666667,277.674916666667,0.74718766820,10.42
J1832-0836,18.54099845,-8.61526916666667,278.11497675,0.0027191120623197,1.40
J1832-28,18.5416666666667,-28.7166666666667,278.125,0.199300,6.50
J1833-0209,18.5515030555556,-2.15455555555556,278.272545833333,0.291930632181,9.25
J1833-6023,18.5541111111111,-60.3844444444444,278.311666666667,1.8894355004,1.85
J1834-0812,18.5749444444444,-8.2,278.624166666667,0.4911415563,10.34
J1834-09,18.5766666666667,-9.25,278.65,0.5123273,6.88
J1834+10,18.5741666666667,10.7333333333333,278.6125,1.172719,3.18
J1834-1710,18.5815002777778,-17.1805555555556,278.722504166667,0.358306049291,3.53
J1835-0114,18.5894216388889,-1.24266944444444,278.841324583333,0.005116387644239,2.67
J1835-09242,18.589395,-9.40441666666667,278.840925,0.235248924972,6.85
J1835-0928,18.5895055555556,-9.46722222222222,278.842583333333,0.62173399423,6.36
J1835-1106,18.5884130555556,-11.1041944444444,278.826195833333,0.1659069781495,3.08
J1835-3259A,18.5955555555556,-32.9902777777778,278.933333333333,0.003889,2.49
J1836-11,18.6016666666667,-11.2833333333333,279.025,0.4961931,6.01
J1836-2354A,18.6070681111111,-23.9145527777778,279.106021666667,0.0033543360829062,3.09
J1836-2354B,18.6067641666667,-23.9079722222222,279.1014625,0.003232273969155,3.30
J1837-0604,18.6287638888889,-6.08027777777778,279.431458333333,0.09629420774,6.19
J1837-08,18.6286111111111,-8.33444444444445,279.429166666667,1.099,7.04
J1837+1221,18.6186444444444,12.365,279.279666666667,1.96353198352,6.10
J1837-1837,18.6317361111111,-18.6188888888889,279.476041666667,0.618357697387,3.04
J1838-01,18.6416666666667,-1.01666666666667,279.625,0.1832948,6.88
J1838-0107,18.6442841666667,-1.13017777777778,279.6642625,0.4444257246169,5.83
J1838-0655,18.6342027777778,-6.92594444444445,279.513041666667,0.070498243969,5.82
J1838+1650,18.645295,16.8377916666667,279.679425,1.90196739931,1.84
J1838-1849,18.6427194444444,-18.8330555555556,279.640791666667,0.48824200896,6.30
J1839-01,18.6647222222222,-1.6,279.970833333333,0.93190,5.89
J1839-0223,18.66612,-2.38597222222222,279.9918,1.26679012424,5.78
J1839-0332,18.6657175,-3.54961111111111,279.9857625,2.67568226451,4.24
J1839+15,18.65,15,279.75,0.54916053388,3.94
J1840-04,18.6802777777778,-4.64083333333333,280.204166666667,0.4223,5.52
J1840-0626,18.6711972222222,-6.43761111111111,280.067958333333,1.8933526999,8.99
J1840-0643,18.6692888888889,-6.72972222222222,280.039333333333,0.0355778755,6.73
J1840-0753,18.6798888888889,-7.89222222222222,280.198333333333,0.4378690017,11.71
